customer_id,first_name,last_name,email,city,country,signup_date,segment,lifetime_value
CUST-63AFE8B9,Suresh,Banerjee,user8801@email.com,Bangalore,India,2021-04-27,Premium,3128.8
CUST-F92D3F4C,Neha,Verma,user9849@email.com,Delhi,India,2022-04-27,At-Risk,86.05
CUST-DD3E4229,Manish,Singh,user9585@email.com,Surat,India,2021-03-23,Regular,1889.03
CUST-E523465B,Manish,Reddy,user8665@email.com,Pune,India,2022-06-19,Regular,896.53
CUST-9B7F4C67,Ananya,Kumar,user6584@email.com,Bangalore,India,2022-09-07,Regular,1460.76
CUST-38FEB040,Rohan,Sharma,user7608@email.com,Surat,India,2024-02-28,Regular,1865.13
CUST-F416CEC6,Vikram,Nair,user4445@email.com,Bangalore,India,2022-12-16,At-Risk,82.97
CUST-E2EBEF6A,Divya,Kumar,user2684@email.com,Ahmedabad,India,2024-01-18,At-Risk,445.67
CUST-C50666D5,Suresh,Sharma,user9186@email.com,Chennai,India,2021-08-01,Regular,1262.19
CUST-80E21C8B,Sneha,Verma,user9164@email.com,Bangalore,India,2022-07-12,At-Risk,110.43
CUST-78B27A90,Karan,Singh,user4425@email.com,Jaipur,India,2023-09-28,Regular,500.2
CUST-7F2AFB08,Priya,Verma,user7039@email.com,Chennai,India,2021-04-01,Regular,1825.5
CUST-3020A8C9,Rahul,Patel,user7339@email.com,Jaipur,India,2023-05-26,Premium,3970.04
CUST-6BCEEFA7,Arjun,Nair,user690@email.com,Pune,India,2024-04-07,Regular,312.56
CUST-B074C517,Priya,Kumar,user6074@email.com,Mumbai,India,2023-01-03,Regular,916.59
CUST-E2080DB5,Sneha,Gupta,user9273@email.com,Kolkata,India,2024-06-25,Regular,574.11
CUST-D5DD182F,Ananya,Banerjee,user2762@email.com,Bangalore,India,2023-04-25,Regular,1858.95
CUST-51F8657D,Karan,Chopra,user6845@email.com,Hyderabad,India,2022-07-01,Premium,3814.54
CUST-C8CC57BD,Amit,Banerjee,user734@email.com,Ahmedabad,India,2022-04-01,Premium,3655.75
CUST-DA0E116D,Divya,Kumar,user3828@email.com,Hyderabad,India,2021-02-18,Premium,4633.03
CUST-82072AC3,Rahul,Banerjee,user1237@email.com,Chennai,India,2022-12-21,Regular,857.09
CUST-52C32273,Kavya,Gupta,user552@email.com,Delhi,India,2022-06-19,Regular,859.39
CUST-DFD75988,Rahul,Sharma,user1876@email.com,Surat,India,2023-06-09,Premium,4831.4
CUST-CC99A501,Riya,Reddy,user8479@email.com,Delhi,India,2023-02-28,Regular,1594.21
CUST-AC8C4B83,Priya,Das,user7244@email.com,Mumbai,India,2023-12-01,At-Risk,135.54
CUST-F51C236B,Vikram,Gupta,user7166@email.com,Delhi,India,2022-11-08,At-Risk,292.3
CUST-72D241B0,Sneha,Das,user5020@email.com,Jaipur,India,2022-09-26,Regular,1360.44
CUST-212175F7,Pooja,Nair,user2185@email.com,Hyderabad,India,2023-05-12,Regular,719.75
CUST-92A4A8EB,Neha,Reddy,user9424@email.com,Chennai,India,2023-04-12,Regular,820.38
CUST-FB50AA4B,Pooja,Singh,user7143@email.com,Surat,India,2024-05-27,Regular,100.77
CUST-9820D3EA,Sanjay,Iyer,user3601@email.com,Jaipur,India,2023-08-28,Regular,983.48
CUST-1599EF6E,Neha,Iyer,user1489@email.com,Chennai,India,2023-11-22,Regular,1923.68
CUST-00A64FF6,Rohan,Banerjee,user3948@email.com,Chennai,India,2022-04-06,Regular,1276.6
CUST-4FFE965F,Priya,Singh,user7884@email.com,Surat,India,2021-05-30,At-Risk,116.31
CUST-D5A81739,Manish,Singh,user6391@email.com,Ahmedabad,India,2023-03-30,Regular,1783.66
CUST-9A4AA13E,Aditya,Chopra,user1846@email.com,Kolkata,India,2022-03-25,Regular,1346.51
CUST-D297F7AF,Suresh,Joshi,user922@email.com,Jaipur,India,2022-05-26,Premium,4810.85
CUST-CB802C4F,Arjun,Chopra,user7712@email.com,Jaipur,India,2024-02-19,At-Risk,104.61
CUST-71ACE83A,Sanjay,Reddy,user8370@email.com,Kolkata,India,2024-01-28,Regular,1905.08
CUST-F0F49598,Meera,Joshi,user4346@email.com,Hyderabad,India,2022-07-22,Regular,402.4
CUST-7AA1330B,Ananya,Kumar,user7306@email.com,Delhi,India,2022-08-09,Regular,1090.47
CUST-6728CDB7,Kavya,Verma,user2367@email.com,Bangalore,India,2022-04-19,Regular,738.11
CUST-3D9FD030,Vikram,Verma,user6897@email.com,Kolkata,India,2022-11-09,Regular,390.33
CUST-F9A7678A,Vikram,Banerjee,user6983@email.com,Kolkata,India,2024-04-11,Regular,889.97
CUST-97A90057,Manish,Mehta,user7914@email.com,Mumbai,India,2022-12-22,At-Risk,58.79
CUST-71713398,Riya,Nair,user9047@email.com,Surat,India,2022-03-28,Regular,840.97
CUST-BB7C4C4F,Meera,Sharma,user6471@email.com,Pune,India,2023-04-09,Regular,618.58
CUST-3449F549,Arjun,Reddy,user8851@email.com,Mumbai,India,2023-03-18,Regular,1696.96
CUST-5DDBF054,Rohan,Iyer,user7122@email.com,Bangalore,India,2023-08-04,Regular,1359.7
CUST-E788F0A0,Karan,Singh,user7549@email.com,Pune,India,2022-11-23,Premium,1670.7
CUST-693B289D,Riya,Kumar,user1441@email.com,Ahmedabad,India,2021-02-09,Regular,820.34
CUST-7EDB390D,Divya,Singh,user1224@email.com,Mumbai,India,2021-03-05,Regular,198.96
CUST-868ADE8A,Aditya,Reddy,user2596@email.com,Hyderabad,India,2021-09-16,At-Risk,139.71
CUST-DA6736B5,Vikram,Joshi,user4298@email.com,Pune,India,2021-12-10,Regular,317.34
CUST-8ECC09F0,Sneha,Chopra,user2783@email.com,Chennai,India,2021-08-10,Regular,1931.1
CUST-D28048C0,Manish,Iyer,user6249@email.com,Kolkata,India,2022-02-11,Regular,1864.89
CUST-00A03953,Ananya,Verma,user5041@email.com,Surat,India,2021-09-05,Premium,3607.76
CUST-73F73EE6,Priya,Gupta,user8828@email.com,Kolkata,India,2023-01-29,Regular,1175.27
CUST-5636E8B6,Aditya,Banerjee,user6982@email.com,Ahmedabad,India,2021-08-05,Premium,3413.94
CUST-9B37460A,Sanjay,Das,user2606@email.com,Kolkata,India,2021-12-27,Regular,788.16
CUST-A70CB981,Rahul,Reddy,user8917@email.com,Ahmedabad,India,2023-08-11,Regular,1934.4
CUST-F90C33D1,Rahul,Gupta,user4122@email.com,Delhi,India,2022-07-26,Regular,1488.95
CUST-A3BC15F1,Sanjay,Reddy,user6309@email.com,Pune,India,2021-02-28,At-Risk,159.74
CUST-E9D1B591,Meera,Singh,user5913@email.com,Chennai,India,2022-11-29,Regular,717.53
CUST-1DDEB338,Rahul,Nair,user266@email.com,Jaipur,India,2022-01-27,Regular,1232.69
CUST-53A1D623,Meera,Nair,user4037@email.com,Ahmedabad,India,2023-10-03,Premium,3740.34
CUST-6D51D533,Pooja,Singh,user6725@email.com,Hyderabad,India,2022-09-20,Regular,132.76
CUST-E43BB839,Kavya,Nair,user5732@email.com,Kolkata,India,2024-02-02,Regular,801.14
CUST-3FF948FC,Rahul,Kumar,user4218@email.com,Hyderabad,India,2021-09-05,Regular,1435.42
CUST-8D17B615,Kavya,Chopra,user3133@email.com,Hyderabad,India,2022-03-20,Regular,699.54
CUST-FE4A92BE,Manish,Chopra,user8695@email.com,Surat,India,2022-08-03,Regular,625.35
CUST-CAC027CF,Pooja,Singh,user6012@email.com,Bangalore,India,2022-09-12,At-Risk,424.68
CUST-F637CE5E,Rahul,Sharma,user993@email.com,Jaipur,India,2022-08-22,Premium,2903.61
CUST-F832D924,Meera,Verma,user300@email.com,Surat,India,2022-08-06,Regular,339.93
CUST-1418A0A2,Neha,Sharma,user4236@email.com,Ahmedabad,India,2021-08-22,Regular,936.89
CUST-4AD22C0C,Rohan,Reddy,user978@email.com,Bangalore,India,2021-11-02,At-Risk,230.32
CUST-5D15A25C,Rohan,Singh,user2040@email.com,Jaipur,India,2023-05-03,At-Risk,477.11
CUST-38C74BFA,Ananya,Chopra,user8661@email.com,Kolkata,India,2023-07-12,Regular,1602.41
CUST-391E1685,Manish,Mehta,user5103@email.com,Surat,India,2024-06-25,At-Risk,183.81
CUST-AA7CE85C,Sneha,Chopra,user3504@email.com,Hyderabad,India,2022-06-26,Premium,4820.49
CUST-E91E2BDB,Neha,Nair,user1329@email.com,Bangalore,India,2021-01-06,Regular,398.41
CUST-9F7250D5,Meera,Kumar,user634@email.com,Hyderabad,India,2022-08-14,Regular,1409.81
CUST-B5C49A57,Sanjay,Verma,user3924@email.com,Chennai,India,2024-04-22,Regular,1435.68
CUST-8701EFC9,Riya,Verma,user9022@email.com,Hyderabad,India,2021-11-02,Regular,1873.97
CUST-28FF33A3,Rohan,Sharma,user2818@email.com,Chennai,India,2024-05-03,At-Risk,421.98
CUST-3DFDA61C,Pooja,Joshi,user2137@email.com,Ahmedabad,India,2022-09-15,Regular,1181.49
CUST-C8E8D38C,Suresh,Nair,user8190@email.com,Ahmedabad,India,2021-06-14,Regular,1891.08
CUST-0C20BB09,Karan,Reddy,user4202@email.com,Mumbai,India,2021-07-07,Regular,1789.9
CUST-E5DF7A95,Manish,Reddy,user439@email.com,Chennai,India,2024-03-26,Regular,1381.17
CUST-E57B9FE0,Meera,Nair,user7345@email.com,Chennai,India,2022-01-07,Premium,3903.21
CUST-39455AAA,Meera,Verma,user7800@email.com,Pune,India,2023-04-17,At-Risk,246.15
CUST-6F337490,Neha,Gupta,user6844@email.com,Ahmedabad,India,2022-08-14,Regular,1373.25
CUST-A3B47964,Kavya,Sharma,user7551@email.com,Delhi,India,2022-10-07,Regular,860.86
CUST-66CCB242,Amit,Banerjee,user8531@email.com,Mumbai,India,2024-01-17,Regular,320.25
CUST-58F251E5,Suresh,Gupta,user8267@email.com,Ahmedabad,India,2021-04-16,Regular,202.99
CUST-08BD49EF,Pooja,Joshi,user8041@email.com,Delhi,India,2021-03-01,Regular,1143.52
CUST-E240B6AF,Ananya,Das,user2694@email.com,Chennai,India,2024-02-03,At-Risk,323.99
CUST-556B1A2C,Ananya,Banerjee,user1958@email.com,Ahmedabad,India,2021-08-29,Premium,2335.96
CUST-140A8881,Pooja,Nair,user4579@email.com,Kolkata,India,2023-09-16,Regular,392.55
CUST-FBC98D3B,Kavya,Patel,user6384@email.com,Hyderabad,India,2024-05-12,At-Risk,159.68
CUST-58505F80,Rohan,Kumar,user6898@email.com,Pune,India,2023-11-06,Regular,1770.72
CUST-8C01EDA4,Pooja,Banerjee,user9716@email.com,Surat,India,2023-09-30,Regular,104.87
CUST-5417B9A7,Meera,Gupta,user5546@email.com,Jaipur,India,2024-01-18,At-Risk,250.95
CUST-4E82A6A2,Vikram,Das,user4012@email.com,Surat,India,2023-02-24,Regular,1872.42
CUST-90B48E41,Priya,Gupta,user7849@email.com,Kolkata,India,2023-03-02,Regular,1573.53
CUST-73A8C853,Arjun,Joshi,user706@email.com,Bangalore,India,2023-10-26,At-Risk,406.58
CUST-D540071F,Sneha,Banerjee,user7313@email.com,Delhi,India,2023-12-14,At-Risk,199.4
CUST-5B1F53D3,Arjun,Mehta,user2629@email.com,Delhi,India,2023-08-20,At-Risk,56.91
CUST-55259643,Tanya,Das,user6612@email.com,Delhi,India,2022-11-04,Regular,603.54
CUST-9A0358BF,Amit,Gupta,user8094@email.com,Jaipur,India,2021-03-15,At-Risk,436.7
CUST-B192AFB4,Pooja,Singh,user1580@email.com,Kolkata,India,2021-07-21,Regular,546.06
CUST-8BE4C9C7,Sneha,Joshi,user2825@email.com,Chennai,India,2021-03-01,Regular,1437.39
CUST-BD96D4A6,Pooja,Gupta,user6241@email.com,Kolkata,India,2021-10-26,Premium,4082.65
CUST-60E03528,Neha,Patel,user2968@email.com,Delhi,India,2024-06-02,Regular,882.9
CUST-D2C85F1F,Ananya,Joshi,user9654@email.com,Bangalore,India,2022-04-21,At-Risk,328.87
CUST-F8244B1E,Rahul,Iyer,user253@email.com,Ahmedabad,India,2022-08-13,Regular,582.56
CUST-43532D2D,Sanjay,Gupta,user9726@email.com,Chennai,India,2023-05-19,Regular,400.15
CUST-0564801A,Pooja,Singh,user6402@email.com,Ahmedabad,India,2021-08-07,Regular,967.99
CUST-DE7B5A47,Manish,Kumar,user4937@email.com,Mumbai,India,2023-03-22,Regular,1186.65
CUST-F8FAA68C,Priya,Reddy,user8238@email.com,Chennai,India,2022-04-17,Regular,1175.27
CUST-99F37B82,Vikram,Reddy,user4206@email.com,Bangalore,India,2021-07-18,Regular,769.41
CUST-05C9EE3A,Pooja,Chopra,user7322@email.com,Mumbai,India,2024-04-01,At-Risk,340.85
CUST-13634CDC,Pooja,Gupta,user6907@email.com,Bangalore,India,2022-02-16,Regular,349.68
CUST-14ECD596,Divya,Nair,user8321@email.com,Chennai,India,2021-12-03,Premium,2927.33
CUST-90D330DE,Meera,Chopra,user4935@email.com,Pune,India,2021-08-24,Regular,1666.91
CUST-8BC7A310,Ananya,Banerjee,user6611@email.com,Jaipur,India,2023-01-20,Regular,243.07
CUST-65E79A70,Rahul,Nair,user2124@email.com,Ahmedabad,India,2023-01-25,Premium,2275.59
CUST-A9A9D366,Manish,Mehta,user6186@email.com,Delhi,India,2022-04-24,Regular,1377.45
CUST-FE6B7CB2,Kavya,Gupta,user3726@email.com,Delhi,India,2023-08-09,Regular,1277.14
CUST-70A90294,Riya,Verma,user2390@email.com,Mumbai,India,2021-03-18,At-Risk,185.99
CUST-12438B01,Sneha,Singh,user8907@email.com,Bangalore,India,2023-03-07,Regular,1035.99
CUST-2F060394,Kavya,Mehta,user9722@email.com,Bangalore,India,2023-04-30,Regular,1373.92
CUST-F007DE79,Tanya,Mehta,user4683@email.com,Mumbai,India,2023-01-29,Regular,1684.02
CUST-049E2655,Ananya,Banerjee,user6042@email.com,Delhi,India,2023-01-23,Regular,944.92
CUST-641A0356,Divya,Sharma,user6623@email.com,Chennai,India,2022-01-24,Regular,1957.9
CUST-55178AEF,Sanjay,Verma,user3575@email.com,Surat,India,2021-02-13,At-Risk,477.05
CUST-9C784288,Arjun,Chopra,user9350@email.com,Hyderabad,India,2021-05-21,Premium,2000.79
CUST-B0874519,Manish,Singh,user3917@email.com,Pune,India,2021-10-30,At-Risk,299.39
CUST-32E45AA6,Rahul,Banerjee,user2470@email.com,Bangalore,India,2024-01-12,Regular,1232.37
CUST-DC74339F,Aditya,Patel,user343@email.com,Pune,India,2022-05-03,Regular,431.54
CUST-1889F4DE,Rahul,Sharma,user2176@email.com,Kolkata,India,2023-12-14,Regular,129.98
CUST-37BA0696,Sanjay,Chopra,user6031@email.com,Jaipur,India,2024-04-30,Premium,786.01
CUST-495737BE,Tanya,Sharma,user8643@email.com,Chennai,India,2023-07-28,Premium,2767.27
CUST-F2283C2B,Meera,Banerjee,user6680@email.com,Kolkata,India,2021-08-10,Regular,159.19
CUST-FC30449B,Rohan,Verma,user5377@email.com,Surat,India,2021-10-31,Regular,1828.43
CUST-EB5F1350,Manish,Nair,user5427@email.com,Kolkata,India,2024-05-08,Premium,1737.57
CUST-8FEA6987,Tanya,Mehta,user1724@email.com,Delhi,India,2024-02-04,Regular,962.06
CUST-C02A540D,Sanjay,Singh,user6879@email.com,Pune,India,2023-07-18,Regular,508.54
CUST-EADD3A33,Karan,Mehta,user5220@email.com,Chennai,India,2023-02-06,Regular,1486.26
CUST-57FD4798,Meera,Verma,user1594@email.com,Delhi,India,2021-07-10,At-Risk,359.07
CUST-6BFE99E9,Divya,Chopra,user2231@email.com,Jaipur,India,2021-05-03,Regular,1514.72
CUST-568656F5,Karan,Iyer,user2102@email.com,Kolkata,India,2022-12-26,Regular,1167.01
CUST-36A794A2,Riya,Banerjee,user942@email.com,Chennai,India,2024-05-14,At-Risk,473.51
CUST-BB4C8366,Suresh,Singh,user2635@email.com,Ahmedabad,India,2022-04-05,Regular,296.84
CUST-B1E36108,Kavya,Gupta,user1982@email.com,Chennai,India,2024-03-21,At-Risk,207.55
CUST-1E2FBEB8,Kavya,Chopra,user9221@email.com,Mumbai,India,2024-06-01,Regular,915.31
CUST-343A463E,Rahul,Sharma,user3055@email.com,Chennai,India,2022-09-25,At-Risk,423.26
CUST-3480943B,Neha,Banerjee,user2447@email.com,Surat,India,2023-04-01,At-Risk,207.96
CUST-5AE6AFE6,Aditya,Verma,user8791@email.com,Hyderabad,India,2023-02-10,Premium,3834.36
CUST-6803B1B9,Divya,Kumar,user5414@email.com,Surat,India,2024-05-06,Regular,747.7
CUST-1A9BAD2F,Neha,Chopra,user915@email.com,Delhi,India,2022-07-12,Premium,736.74
CUST-0AAE5BC2,Tanya,Joshi,user6885@email.com,Chennai,India,2022-03-18,Regular,905.63
CUST-3E58B997,Riya,Verma,user4740@email.com,Surat,India,2023-09-24,Regular,316.25
CUST-6B7FC470,Ananya,Mehta,user9919@email.com,Mumbai,India,2021-01-16,Regular,686.0
CUST-513C4F9A,Arjun,Chopra,user4286@email.com,Chennai,India,2022-11-03,Regular,1896.12
CUST-F573AE61,Riya,Patel,user2216@email.com,Kolkata,India,2023-12-27,Premium,2738.23
CUST-3ED766FE,Divya,Verma,user6605@email.com,Mumbai,India,2023-06-13,Regular,1050.5
CUST-E29EBB8E,Karan,Reddy,user7133@email.com,Surat,India,2023-04-09,Premium,4645.23
CUST-085AF52B,Sneha,Mehta,user441@email.com,Pune,India,2021-12-18,Regular,893.62
CUST-F918A4C0,Divya,Verma,user7255@email.com,Delhi,India,2022-05-14,At-Risk,328.16
CUST-53646B56,Rohan,Mehta,user5183@email.com,Pune,India,2022-03-30,Regular,860.85
CUST-2016BC41,Suresh,Iyer,user1968@email.com,Jaipur,India,2023-11-11,Regular,419.45
CUST-1D3927FE,Divya,Das,user2519@email.com,Hyderabad,India,2021-07-30,Premium,3993.03
CUST-D4475EDD,Tanya,Patel,user1334@email.com,Bangalore,India,2023-10-09,Premium,1387.72
CUST-DA5A94B3,Manish,Joshi,user9348@email.com,Surat,India,2022-10-24,Regular,1171.1
CUST-46004E7A,Arjun,Joshi,user1218@email.com,Ahmedabad,India,2023-06-25,At-Risk,332.25
CUST-512B3184,Manish,Sharma,user5866@email.com,Jaipur,India,2021-06-01,Regular,1613.03
CUST-60013048,Priya,Gupta,user4803@email.com,Delhi,India,2021-07-04,Regular,958.64
CUST-FBC1EF25,Sanjay,Reddy,user9181@email.com,Mumbai,India,2023-07-11,Regular,1063.43
CUST-B8E3127B,Vikram,Gupta,user7892@email.com,Jaipur,India,2021-11-05,At-Risk,307.25
CUST-A154EDC2,Karan,Das,user1481@email.com,Jaipur,India,2021-12-20,At-Risk,252.74
CUST-7BDE58DA,Sanjay,Nair,user8664@email.com,Surat,India,2021-11-22,Premium,3684.3
CUST-3A1527AE,Amit,Mehta,user5643@email.com,Surat,India,2021-04-18,Regular,1844.08
CUST-9FDAD264,Rohan,Gupta,user1648@email.com,Jaipur,India,2023-03-03,Regular,1329.88
CUST-68B2CD79,Tanya,Banerjee,user2563@email.com,Pune,India,2021-06-16,Regular,1475.09
CUST-963FC8F1,Divya,Kumar,user6521@email.com,Bangalore,India,2024-05-03,Regular,368.71
CUST-9FDA4D01,Kavya,Mehta,user5481@email.com,Bangalore,India,2023-12-15,Regular,260.97
CUST-09B7156F,Suresh,Gupta,user398@email.com,Pune,India,2022-09-25,Premium,3517.05
CUST-334365C9,Meera,Singh,user3811@email.com,Bangalore,India,2021-11-14,Premium,1463.87
CUST-930FBFF8,Sneha,Nair,user8943@email.com,Jaipur,India,2021-03-19,Premium,4299.93
CUST-ECE790E1,Tanya,Patel,user9885@email.com,Kolkata,India,2021-11-12,Regular,1765.15
CUST-0F76F2BB,Tanya,Chopra,user2812@email.com,Ahmedabad,India,2021-03-31,Premium,4241.05
CUST-FBFE0504,Ananya,Joshi,user4768@email.com,Ahmedabad,India,2022-04-25,Regular,1385.09
CUST-CA2CA84E,Meera,Banerjee,user3278@email.com,Pune,India,2024-03-14,Regular,687.99
CUST-92771CD0,Pooja,Chopra,user6356@email.com,Jaipur,India,2023-12-17,At-Risk,257.76
CUST-722EC527,Vikram,Chopra,user2367@email.com,Chennai,India,2021-04-17,Regular,407.91
CUST-0FF25348,Kavya,Verma,user8552@email.com,Delhi,India,2022-08-07,Regular,1760.82
CUST-A2F5EE85,Sanjay,Nair,user2514@email.com,Kolkata,India,2021-07-07,Premium,1221.41
CUST-5EE28346,Sanjay,Gupta,user536@email.com,Kolkata,India,2021-04-20,At-Risk,149.92
CUST-78931E5D,Amit,Verma,user6242@email.com,Hyderabad,India,2021-02-27,Regular,810.53
CUST-B99C9A76,Karan,Chopra,user2492@email.com,Bangalore,India,2021-03-20,Regular,288.26
CUST-E8A1B4D0,Arjun,Chopra,user7785@email.com,Ahmedabad,India,2024-06-14,Regular,1676.55
CUST-3E5FDAC1,Rahul,Singh,user2549@email.com,Jaipur,India,2024-05-31,Premium,856.52
CUST-D099FDE7,Pooja,Singh,user5034@email.com,Delhi,India,2021-04-08,Regular,311.26
CUST-4F3606C9,Tanya,Joshi,user1129@email.com,Delhi,India,2023-10-21,Regular,1314.01
CUST-4D900DB0,Suresh,Reddy,user4063@email.com,Bangalore,India,2022-08-20,Regular,131.23
CUST-547D1D86,Ananya,Reddy,user6925@email.com,Bangalore,India,2021-06-25,Regular,1268.14
CUST-AAED365B,Suresh,Nair,user8412@email.com,Jaipur,India,2024-02-09,Regular,785.15
CUST-AD2443C4,Priya,Iyer,user6438@email.com,Pune,India,2022-06-04,Premium,4429.99
CUST-70B308FB,Rohan,Gupta,user4050@email.com,Delhi,India,2024-04-06,Regular,778.48
CUST-32882E29,Priya,Gupta,user9045@email.com,Pune,India,2021-12-25,Regular,731.79
CUST-317D51C8,Meera,Iyer,user3086@email.com,Bangalore,India,2021-05-10,At-Risk,358.11
CUST-44D75839,Priya,Kumar,user3402@email.com,Mumbai,India,2022-02-13,Regular,1892.85
CUST-475DE7C7,Pooja,Nair,user6624@email.com,Jaipur,India,2023-08-28,At-Risk,192.02
CUST-C03BBDED,Vikram,Kumar,user5948@email.com,Mumbai,India,2022-11-11,Regular,1531.25
CUST-A5D35B0D,Riya,Mehta,user7304@email.com,Kolkata,India,2022-11-26,Regular,1618.75
CUST-2A58C8F6,Meera,Gupta,user8607@email.com,Chennai,India,2021-06-19,At-Risk,273.29
CUST-608CF5C8,Tanya,Banerjee,user3056@email.com,Jaipur,India,2022-08-25,Regular,249.96
CUST-880BC7BB,Pooja,Kumar,user7405@email.com,Surat,India,2023-05-23,Regular,252.13
CUST-73C8EF9B,Sanjay,Sharma,user5876@email.com,Surat,India,2023-06-10,Premium,2497.59
CUST-4C5B4121,Priya,Verma,user6755@email.com,Pune,India,2023-11-17,Regular,1962.05
CUST-A951D4A5,Aditya,Patel,user7279@email.com,Mumbai,India,2021-09-16,At-Risk,355.73
CUST-4391E407,Divya,Gupta,user6372@email.com,Surat,India,2021-03-08,Premium,4003.32
CUST-95E92DA5,Divya,Gupta,user7373@email.com,Delhi,India,2024-03-21,Regular,1390.22
CUST-88F9A07F,Karan,Iyer,user4666@email.com,Hyderabad,India,2021-08-21,Premium,2151.27
CUST-2FA161D2,Suresh,Mehta,user9302@email.com,Delhi,India,2022-06-21,Premium,1337.22
CUST-9A01CFDB,Vikram,Reddy,user4778@email.com,Ahmedabad,India,2022-02-14,Regular,1437.67
CUST-8EF98BD8,Sanjay,Patel,user7392@email.com,Delhi,India,2022-10-17,Premium,4337.72
CUST-10355B4F,Kavya,Nair,user4857@email.com,Chennai,India,2021-11-19,Regular,1448.13
CUST-B33CCF95,Neha,Chopra,user6022@email.com,Jaipur,India,2022-04-05,Regular,1861.92
CUST-3484D4C7,Arjun,Singh,user8194@email.com,Mumbai,India,2023-01-10,Premium,1404.41
